cid,bdate,gen
NASAW00013574,31/8/1973,Female
NASAW00013575,22/2/1950,Female
NASAW00013576,17/6/1961,Female
NASAW00013577,11/2/1951,Male
NASAW00013578,22/10/1950,Male
NASAW00013579,22/2/1957,Male
NASAW00013580,15/1/1952,Female
NASAW00013581,17/4/1952,Male
NASAW00013582,21/3/1952,Female
NASAW00013583,11/5/1960,Male
NASAW00013584,13/8/1964,Male
NASAW00013585,13/5/1964,Female
NASAW00013586,17/5/1964,Male
NASAW00013587,23/5/1960,Female
NASAW00013588,31/8/1959,Female
NASAW00013589,13/10/1964,Male
NASAW00013590,15/11/1958,Male
NASAW00013591,21/5/1964,Female
NASAW00013592,4/6/1963,Female
NASAW00013593,15/2/1958,Female
NASAW00013594,17/7/1957,Female
NASAW00013595,29/11/1956,Male
NASAW00013596,13/12/1956,Male
NASAW00013597,1/2/1957,Male
NASAW00013598,12/8/1962,Male
NASAW00013599,11/1/1962,Female
NASAW00013600,18/8/1956,Female
NASAW00013601,3/11/1955,Female
NASAW00013602,14/11/1955,Female
NASAW00013603,29/11/1955,Female
NASAW00013604,7/9/1961,Male
NASAW00013605,18/5/1955,Male
NASAW00013606,29/12/1954,Male
NASAW00013607,1/4/1960,Male
NASAW00013608,19/10/1954,Female
NASAW00013609,11/4/1960,Male
NASAW00013610,28/5/1954,Male
NASAW00013611,20/9/1953,Male
NASAW00013612,20/8/1952,Female
NASAW00013613,22/6/1981,Male
NASAW00013614,21/4/1986,Female
NASAW00013615,23/9/1980,Female
NASAW00013616,24/9/1981,Male
NASAW00013617,14/9/1981,Male
NASAW00013618,14/5/1982,Male
NASAW00013619,8/11/1981,Male
NASAW00013620,31/7/1981,Male
NASAW00013621,1/8/1979,Female
NASAW00013622,4/11/1979,Male
NASAW00013623,12/9/1978,Male
NASAW00013624,6/9/1979,Female
NASAW00013625,29/10/1984,Male
NASAW00013626,16/9/1984,Male
NASAW00013627,4/1/1978,Female
NASAW00013628,20/6/1979,Female
NASAW00013629,18/1/1978,Female
NASAW00013630,13/9/1977,Female
NASAW00013631,3/5/1978,Male
NASAW00013632,6/8/1977,Female
NASAW00013633,9/9/1977,Male
NASAW00013634,16/8/1977,Female
NASAW00013635,22/8/1976,Male
NASAW00013636,1/7/1976,Male
NASAW00013637,8/3/1978,Female
NASAW00013638,9/1/1978,Female
NASAW00013639,3/2/1977,Male
NASAW00013640,14/10/1976,Female
NASAW00013641,15/11/1975,Male
NASAW00013642,8/4/1976,Female
NASAW00013643,4/4/1976,Male
NASAW00013644,30/9/1975,Female
NASAW00013645,15/3/1976,Male
NASAW00013646,5/10/1981,Male
NASAW00013647,11/12/1975,Male
NASAW00013648,5/10/1981,Male
NASAW00013649,4/11/1976,Female
NASAW00013650,7/7/1976,Male
NASAW00013651,5/3/1977,Male
NASAW00013652,22/2/1947,Female
NASAW00013653,22/9/1946,Male
NASAW00013654,5/8/1946,Male
NASAW00013655,31/12/1951,Male
NASAW00013656,21/4/1952,Female
NASAW00013657,12/9/1946,Female
NASAW00013658,10/9/1946,Male
NASAW00013659,17/4/1947,Male
NASAW00013660,6/9/1947,Male
NASAW00013661,6/5/1981,Male
NASAW00013662,20/11/1985,Male
NASAW00013663,2/8/1984,Male
NASAW00013664,10/8/1978,Male
NASAW00013665,15/2/1984,Female
NASAW00013666,14/1/1979,Female
NASAW00013667,8/11/1978,Male
NASAW00013668,3/10/1974,Male
NASAW00013669,30/8/1968,Female
NASAW00013670,26/3/1969,Female
NASAW00013671,7/8/1979,Male
NASAW00013672,5/12/1985,Male
NASAW00013673,13/5/1986,Female
NASAW00013674,12/7/1985,Male
NASAW00013675,7/10/1985,Male
NASAW00013676,14/1/1986,Male
NASAW00013677,25/9/1983,Female
NASAW00013678,23/12/1979,Male
NASAW00013679,3/8/1979,Female
NASAW00013680,16/5/1980,Female
NASAW00013681,18/5/1979,Male
NASAW00013682,23/10/1978,Male
NASAW00013683,2/6/1979,Female
NASAW00013684,11/5/1983,Male
NASAW00013685,13/2/1984,Female
NASAW00013686,13/4/1979,Male
NASAW00013687,15/2/1979,Male
NASAW00013688,17/12/1978,Male
NASAW00013689,19/10/1978,Female
NASAW00013690,16/8/1977,Female
NASAW00013691,19/10/1983,Female
NASAW00013692,18/10/1983,Male
NASAW00013693,5/8/1976,Male
NASAW00013694,10/12/1982,Female
NASAW00013695,20/10/1976,Male
NASAW00013696,14/5/1977,Female
NASAW00013697,21/12/1976,Male
NASAW00013698,31/3/1976,Female
NASAW00013699,21/7/1980,Female
NASAW00013700,30/8/1980,Male
NASAW00013701,22/5/1980,Female
NASAW00013702,14/12/1979,Female
NASAW00013703,2/12/1979,Female
NASAW00013704,9/3/1980,Female
NASAW00013705,9/2/1980,Male
NASAW00013706,13/12/1980,Female
NASAW00013707,18/5/1981,Male
NASAW00013708,1/10/1971,Female
NASAW00013709,7/2/1983,Male
NASAW00013710,11/1/1972,Female
NASAW00013711,29/1/1972,Male
NASAW00013712,30/12/1971,Female
NASAW00013713,6/8/1971,Male
NASAW00013714,15/1/1959,Female
NASAW00013715,21/6/1964,Male
NASAW00013716,11/12/1958,Male
NASAW00013717,10/1/1959,Female
NASAW00013718,21/2/1959,Male
NASAW00013719,26/5/1960,Male
NASAW00013720,18/3/1960,Male
NASAW00013721,8/4/1965,Male
NASAW00013722,22/6/1960,Male
NASAW00013723,2/8/1965,Male
NASAW00013724,11/8/1959,Male
NASAW00013725,4/10/1965,Male
NASAW00013726,1/1/1960,Male
NASAW00013727,2/10/1971,Female
NASAW00013728,22/2/1961,Female
NASAW00013729,8/4/1961,Male
NASAW00013730,23/6/1961,Male
NASAW00013731,15/10/1960,Female
NASAW00013732,2/10/1971,Female
NASAW00013733,21/3/1962,Female
NASAW00013734,2/1/1973,Female
NASAW00013735,4/11/1961,Male
NASAW00013736,16/1/1978,Male
NASAW00013737,24/5/1962,Male
NASAW00013738,22/9/1961,Male
NASAW00013739,12/2/1962,Male
NASAW00013740,6/4/1963,Female
NASAW00013741,18/4/1963,Female
NASAW00013742,19/4/1963,Male
NASAW00013743,21/4/1963,Female
NASAW00013744,8/10/1968,Male
NASAW00013745,28/7/1962,Male
NASAW00013746,24/8/1962,Female
NASAW00013747,6/4/1974,Male
NASAW00013748,6/4/1969,Male
NASAW00013749,18/9/1969,Male
NASAW00013750,1/12/1963,Male
NASAW00013751,18/3/1964,Female
NASAW00013752,9/9/1963,Female
NASAW00013753,30/8/1963,Female
NASAW00013754,24/1/1964,Female
NASAW00013755,15/1/1970,Male
NASAW00013756,28/11/1964,Female
NASAW00013757,2/1/1965,Female
NASAW00013758,18/11/1964,Female
NASAW00013759,13/1/1965,Male
NASAW00013760,21/12/1964,Male
NASAW00013761,1/3/1965,Male
NASAW00013762,20/8/1964,Male
NASAW00013763,9/4/1965,Female
NASAW00013764,15/12/1973,Female
NASAW00013765,8/2/1974,Male
NASAW00013766,3/8/1973,Male
NASAW00013767,16/5/1974,Female
NASAW00013768,17/4/1979,Male
NASAW00013769,2/3/1974,Male
NASAW00013770,23/1/1974,Male
NASAW00013771,21/12/1979,Male
NASAW00013772,23/4/1974,Female
NASAW00013773,19/10/1972,Female
NASAW00013774,7/1/1973,Male
NASAW00013775,12/3/1978,Female
NASAW00013776,13/8/1931,Male
NASAW00013777,12/5/1973,Male
NASAW00013778,11/5/1973,Male
NASAW00013779,9/5/1972,Male
NASAW00013780,17/1/1972,Female
NASAW00013781,21/9/1972,Female
NASAW00013782,17/7/1978,Female
NASAW00013783,29/11/1972,Male
NASAW00013784,2/7/1971,Male
NASAW00013785,25/8/1971,Male
NASAW00013786,3/4/1972,Male
NASAW00013787,11/1/1972,Male
NASAW00013788,11/5/1977,Female
NASAW00013789,17/11/1970,Female
NASAW00013790,17/12/1970,Female
NASAW00013791,25/4/1971,Female
NASAW00013792,12/10/1970,Male
NASAW00013793,18/4/1971,Male
NASAW00013794,23/2/1970,Female
NASAW00013795,1/8/1969,Male
NASAW00013796,3/3/1969,Female
NASAW00013797,3/6/1974,Male
NASAW00013798,15/9/1968,Female
NASAW00013799,16/8/1977,Male
NASAW00013800,29/1/1969,Male
NASAW00013801,9/5/1969,Female
NASAW00013802,25/10/1939,Female
NASAW00013803,31/1/1940,Female
NASAW00013804,10/1/1976,Female
NASAW00013805,2/12/1970,Male
NASAW00013806,3/12/1969,Male
NASAW00013807,11/4/1970,Male
NASAW00013808,31/10/1975,Male
NASAW00013809,4/7/1969,Female
NASAW00013810,6/10/1969,Female
NASAW00013811,15/10/1968,Female
NASAW00013812,22/11/1968,Female
NASAW00013813,22/5/1969,Female
NASAW00013814,4/9/1984,Female
NASAW00013815,1/5/1985,Female
NASAW00013816,15/3/1985,Female
NASAW00013817,4/4/1984,Female
NASAW00013818,17/2/1984,Female
NASAW00013819,29/9/1983,Male
NASAW00013820,6/4/1969,Male
NASAW00013821,11/11/1968,Male
NASAW00013822,6/12/1967,Male
NASAW00013823,2/5/1973,Female
NASAW00013824,3/2/1984,Female
NASAW00013825,13/5/1983,Male
NASAW00013826,25/5/1983,Female
NASAW00013827,31/3/1983,Male
NASAW00013828,2/1/1983,Female
NASAW00013829,8/9/1982,Male
NASAW00013830,31/1/1983,Female
NASAW00013831,19/5/1981,Male
NASAW00013832,25/10/1981,Female
NASAW00013833,5/10/1981,Male
NASAW00013834,25/12/1981,Female
NASAW00013835,1/9/1981,Female
NASAW00013836,5/10/1981,Male
NASAW00013837,10/2/1982,Female
NASAW00013838,25/12/1981,Female
NASAW00013839,5/9/1979,Male
NASAW00013840,1/10/1979,Male
NASAW00013841,4/7/1979,Male
NASAW00013842,12/7/1985,Male
NASAW00013843,19/12/1980,Male
NASAW00013844,6/2/1981,Male
NASAW00013845,24/4/1981,Male
NASAW00013846,8/12/1980,Female
NASAW00013847,21/1/1981,Male
NASAW00013848,23/3/1983,Female
NASAW00013849,31/8/1977,Male
NASAW00013850,13/2/1978,Male
NASAW00013851,5/1/1978,Male
NASAW00013852,1/8/1978,Male
NASAW00013853,17/4/1979,Male
NASAW00013854,9/5/1979,Male
NASAW00013855,2/8/1984,Female
NASAW00013856,20/9/1976,Male
NASAW00013857,2/12/1976,Female
NASAW00013858,14/3/1982,Female
NASAW00013859,30/8/1976,Female
NASAW00013860,9/5/1978,Female
NASAW00013861,8/9/1983,Female
NASAW00013862,3/6/1978,Male
NASAW00013863,18/7/1977,Male
NASAW00013864,19/10/1983,Female
NASAW00013865,21/12/1977,Female
NASAW00013866,13/2/1978,Female
NASAW00013867,25/3/1976,Male
NASAW00013868,10/1/1976,Female
NASAW00013869,9/8/1974,Female
NASAW00013870,18/1/1975,Male
NASAW00013871,28/9/1980,Female
NASAW00013872,23/12/1974,Female
NASAW00013873,7/2/1977,Male
NASAW00013874,22/5/1986,Female
NASAW00013875,20/5/1975,Female
NASAW00013876,8/2/1975,Male
NASAW00013877,16/2/1974,Male
NASAW00013878,1/1/1974,Male
NASAW00013879,8/3/1974,Male
NASAW00013880,12/9/1973,Male
NASAW00013881,4/5/1979,Female
NASAW00013882,14/4/1973,Female
NASAW00013883,14/10/1972,Male
NASAW00013884,28/11/1972,Female
NASAW00013885,4/5/1981,Male
NASAW00013886,25/3/1976,Female
NASAW00013887,8/10/1981,Male
NASAW00013888,1/5/1984,Male
NASAW00013889,7/2/1972,Male
NASAW00013890,12/9/1977,Female
NASAW00013891,5/6/1972,Male
NASAW00013892,21/11/1977,Male
NASAW00013893,7/2/1983,Male
NASAW00013894,25/8/1974,Female
NASAW00013895,24/6/1975,Female
NASAW00013896,6/10/1980,Female
NASAW00013897,24/5/1975,Male
NASAW00013898,6/4/1986,Male
NASAW00013899,10/2/1986,Male
NASAW00013900,7/10/1985,Male
NASAW00013901,20/4/1975,Male
NASAW00013902,15/9/1974,Male
NASAW00013903,27/5/1975,Male
NASAW00013904,5/3/1980,Female
NASAW00013905,3/3/1980,Male
NASAW00013906,21/6/1976,Female
NASAW00013907,19/2/1976,Female
NASAW00013908,17/1/1971,Female
NASAW00013909,21/7/1970,Female
NASAW00013910,5/3/1976,Female
NASAW00013911,23/11/1970,Female
NASAW00013912,16/3/1976,Female
NASAW00013913,18/3/1971,Female
NASAW00013914,22/4/1970,Female
NASAW00013915,18/10/1975,Female
NASAW00013916,24/5/1981,Male
NASAW00013917,16/8/1969,Male
NASAW00013918,2/1/1970,Male
NASAW00013919,21/10/1929,Female
NASAW00013920,18/9/1969,Female
NASAW00013921,7/5/1974,Male
NASAW00013922,3/5/1974,Male
NASAW00013923,22/9/1973,Male
NASAW00013924,10/3/1979,Female
NASAW00013925,8/10/1974,Male
NASAW00013926,20/1/1969,Male
NASAW00013927,6/6/1969,Male
NASAW00013928,18/1/1969,Male
NASAW00013929,3/9/1967,Male
NASAW00013930,14/2/1973,Female
NASAW00013931,1/7/1973,Male
NASAW00013932,9/12/1972,Male
NASAW00013933,10/12/1966,Female
NASAW00013934,13/10/1976,Male
NASAW00013935,21/12/1971,Female
NASAW00013936,8/1/1973,Male
NASAW00013937,19/3/1984,Female
NASAW00013938,3/2/1973,Male
NASAW00013939,16/9/1972,Male
NASAW00013940,13/2/1973,Female
NASAW00013941,24/5/1977,Female
NASAW00013942,6/10/1965,Male
NASAW00013943,30/9/1971,Female
NASAW00013944,29/1/1966,Male
NASAW00013945,11/2/1966,Female
NASAW00013946,22/1/1965,Male
NASAW00013947,14/5/1965,Female
NASAW00013948,28/8/1964,Female
NASAW00013949,12/3/1965,Male
NASAW00013950,16/9/1963,Female
NASAW00013951,5/4/1935,Male
NASAW00013952,5/7/1980,Male
NASAW00013953,17/3/1980,Female
NASAW00013954,16/9/1984,Male
NASAW00013955,8/8/1975,Male
NASAW00013956,11/4/1974,Female
NASAW00013957,24/11/1978,Female
NASAW00013958,13/4/1973,Female
NASAW00013959,20/11/1974,Female
NASAW00013960,1/1/1973,Female
NASAW00013961,5/11/1971,Female
NASAW00013962,6/11/1971,Female
NASAW00013963,27/5/1972,Female
NASAW00013964,18/8/1971,Female
NASAW00013965,22/2/1977,Male
NASAW00013966,2/10/1971,Male
NASAW00013967,23/7/1970,Male
NASAW00013968,23/10/1970,Female
NASAW00013969,7/2/1979,Male
NASAW00013970,15/10/1973,Male
NASAW00013971,5/12/1973,Female
NASAW00013972,30/9/1970,Male
NASAW00013973,30/11/1969,Female
NASAW00013974,25/3/1970,Female
NASAW00013975,24/3/1975,Male
NASAW00013976,13/11/1973,Male
NASAW00013977,18/7/1973,Female
NASAW00013978,8/11/1973,Female
NASAW00013979,30/9/1984,Female
NASAW00013980,17/3/1985,Female
NASAW00013981,10/12/1949,Female
NASAW00013982,18/9/1949,Male
NASAW00013983,3/12/1949,Male
NASAW00013984,4/9/1984,Male
NASAW00013985,21/10/1984,Female
NASAW00013986,23/4/1985,Female
NASAW00013987,4/5/1984,Male
NASAW00013988,9/5/1984,Male
NASAW00013989,17/7/1983,Female
NASAW00013990,23/9/1983,Female
NASAW00013991,5/9/1983,Male
NASAW00013992,4/12/1983,Male
NASAW00013993,21/2/1984,Male
NASAW00013994,14/1/1952,Male
NASAW00013995,7/12/1952,Female
NASAW00013996,4/9/1958,Female
NASAW00013997,20/11/1952,Female
NASAW00013998,22/4/1954,Male
NASAW00013999,14/2/1984,Male
NASAW00014000,24/10/1982,Male
NASAW00014001,23/1/1983,Male
NASAW00014002,26/4/1983,Female
NASAW00014003,4/4/1983,Male
NASAW00014004,11/10/1982,Female
NASAW00014005,10/11/1982,Male
NASAW00014006,27/3/1983,Female
NASAW00014007,22/8/1960,Female
NASAW00014008,11/1/1955,Female
NASAW00014009,1/9/1960,Female
NASAW00014010,2/2/1956,Male
NASAW00014011,7/5/1956,Male
NASAW00014012,5/2/1972,Male
NASAW00014013,7/8/1962,Male
NASAW00014014,23/9/1962,Female
NASAW00014015,16/10/1956,Male
NASAW00014016,13/7/1956,Male
NASAW00014017,22/5/1986,Female
NASAW00014018,1/7/1957,Female
NASAW00014019,18/1/1958,Female
NASAW00014020,18/12/1959,Female
NASAW00014021,1/5/1981,Female
NASAW00014022,2/12/1980,Female
NASAW00014023,13/4/1981,Female
NASAW00014024,21/6/1981,Female
NASAW00014025,14/3/1985,Male
NASAW00014026,29/10/1979,Female
NASAW00014027,10/11/1978,Male
NASAW00014028,9/1/1979,Female
NASAW00014029,19/2/1982,Female
NASAW00014030,19/4/1961,Male
NASAW00014031,13/2/1966,Male
NASAW00014032,6/7/1961,Male
NASAW00014033,16/2/1968,Female
NASAW00014034,4/4/1969,Male
NASAW00014035,30/1/1979,Male
NASAW00014036,25/12/1979,Female
NASAW00014037,20/10/1979,Female
NASAW00014038,21/5/1965,Female
NASAW00014039,15/9/1970,Male
NASAW00014040,8/5/1968,Female
NASAW00014041,30/3/1968,Female
NASAW00014042,1/7/1962,Female
NASAW00014043,28/8/1962,Female
NASAW00014044,11/1/1963,Male
NASAW00014045,2/10/1972,Female
NASAW00014046,1/12/1972,Female
NASAW00014047,13/4/1968,Female
NASAW00014048,1/10/1967,Male
NASAW00014049,6/3/1968,Female
NASAW00014050,13/11/1971,Male
NASAW00014051,8/10/1982,Male
NASAW00014052,22/6/1977,Male
NASAW00014053,13/9/1977,Female
NASAW00014054,8/10/1965,Male
NASAW00014055,31/12/1965,Male
NASAW00014056,25/10/1965,Male
NASAW00014057,23/5/1965,Male
NASAW00014058,10/6/1976,Male
NASAW00014059,18/12/1976,Male
NASAW00014060,27/5/1971,Male
NASAW00014061,30/12/1970,Female
NASAW00014062,15/1/1970,Female
NASAW00014063,5/8/1975,Female
NASAW00014064,7/12/1969,Female
NASAW00014065,23/1/1969,Male
NASAW00014066,22/5/1968,Female
NASAW00014067,18/10/1967,Male
NASAW00014068,2/12/1967,Male
NASAW00014069,17/2/1973,Female
NASAW00014070,9/5/1964,Male
NASAW00014071,26/5/1964,Male
NASAW00014072,21/9/1962,Male
NASAW00014073,24/10/1940,Male
NASAW00014074,5/12/1954,Female
NASAW00014075,20/5/1982,Male
NASAW00014076,26/8/1981,Male
NASAW00014077,11/10/1981,Male
NASAW00014078,22/5/1981,Male
NASAW00014079,11/9/1981,Female
NASAW00014080,16/11/1981,Female
NASAW00014081,4/10/1985,Female
NASAW00014082,3/11/1985,Male
NASAW00014083,3/5/1986,Male
NASAW00014084,3/11/1985,Male
NASAW00014085,30/8/1985,Male
NASAW00014086,20/8/1951,Male
NASAW00014087,2/11/1942,Male
NASAW00014088,22/11/1983,Female
NASAW00014089,7/4/1984,Female
NASAW00014090,15/4/1983,Female
NASAW00014091,10/2/1983,Male
NASAW00014092,24/5/1983,Male
NASAW00014093,17/10/1982,Female
NASAW00014094,7/11/1982,Female
NASAW00014095,10/3/1982,Female
NASAW00014096,16/2/1985,Male
NASAW00014097,25/3/1985,Male
NASAW00014098,21/10/1984,Female
NASAW00014099,23/5/1945,Male
NASAW00014100,15/5/1952,Female
NASAW00014101,10/3/1948,Male
NASAW00014102,27/8/1947,Female
NASAW00014103,4/4/1949,Female
NASAW00014104,14/2/1982,Female
NASAW00014105,3/6/1982,Male
NASAW00014106,12/7/1981,Female
NASAW00014107,20/1/1981,Female
NASAW00014108,4/10/1980,Male
NASAW00014109,20/2/1980,Male
NASAW00014110,9/12/1978,Male
NASAW00014111,22/5/1978,Male
NASAW00014112,6/5/1978,Male
NASAW00014113,20/10/1977,Female
NASAW00014114,6/7/1977,Female
NASAW00014115,1/6/1983,Female
NASAW00014116,17/8/1973,Female
NASAW00014117,22/4/1974,Female
NASAW00014118,10/7/1978,Female
NASAW00014119,8/12/1972,Female
NASAW00014120,14/12/1972,Female
NASAW00014121,9/1/1973,Male
NASAW00014122,9/2/1953,Female
NASAW00014123,9/6/1985,Male
NASAW00014124,11/3/1986,Male
NASAW00014125,16/11/1983,Male
NASAW00014126,11/4/1984,Male
NASAW00014127,7/8/1981,Female
NASAW00014128,19/7/1984,Male
NASAW00014129,16/4/1985,Female
NASAW00014130,10/9/1984,Female
NASAW00014131,13/2/1984,Male
NASAW00014132,20/7/1982,Male
NASAW00014133,16/5/1983,Male
NASAW00014134,11/12/1982,Female
NASAW00014135,6/2/1949,Male
NASAW00014136,2/10/1948,Male
NASAW00014137,4/4/1949,Female
NASAW00014138,14/4/1949,Male
NASAW00014139,22/9/1966,Female
NASAW00014140,5/1/1967,Female
NASAW00014141,9/12/1965,Female
NASAW00014142,13/3/1966,Male
NASAW00014143,10/3/1971,Female
NASAW00014144,9/4/1965,Male
NASAW00014145,14/8/1964,Male
NASAW00014146,18/1/1965,Female
NASAW00014147,14/9/1963,Male
NASAW00014148,9/9/1963,Male
NASAW00014149,22/4/1977,Male
NASAW00014150,20/8/1964,Male
NASAW00014151,22/10/1981,Female
NASAW00014152,7/9/1975,Male
NASAW00014153,13/5/1976,Male
NASAW00014154,5/10/1981,Male
NASAW00014155,6/9/1981,Female
NASAW00014156,15/11/1974,Male
NASAW00014157,10/4/1980,Male
NASAW00014158,4/8/1974,Male
NASAW00014159,8/11/1980,Male
NASAW00014160,2/1/1975,Female
NASAW00014161,2/8/1974,Female
NASAW00014162,18/5/1975,Male
NASAW00014163,22/4/1975,Female
NASAW00014164,8/11/1980,Female
NASAW00014165,26/10/1974,Female
NASAW00014166,9/4/1928,Female
NASAW00014167,29/9/1956,Female
NASAW00014168,24/3/1957,Male
NASAW00014169,13/4/1979,Female
NASAW00014170,2/5/1974,Female
NASAW00014171,5/3/1950,Female
NASAW00014172,19/10/1949,Female
NASAW00014173,19/10/1950,Female
NASAW00014174,4/9/1956,Male
NASAW00014175,17/11/1950,Female
NASAW00014176,5/9/1951,Female
NASAW00014177,19/11/1951,Male
NASAW00014178,14/3/1952,Female
NASAW00014179,22/4/1957,Female
NASAW00014180,2/11/1951,Male
NASAW00014181,31/5/1952,Female
NASAW00014182,16/9/1965,Male
NASAW00014183,13/10/1964,Female
NASAW00014184,22/4/1970,Male
NASAW00014185,19/5/1958,Male
NASAW00014186,24/12/1957,Female
NASAW00014187,24/3/1958,Male
NASAW00014188,6/5/1957,Female
NASAW00014189,28/2/1957,Female
NASAW00014190,19/11/1956,Female
NASAW00014191,11/1/1962,Male
NASAW00014192,20/2/1956,Male
NASAW00014193,31/1/1956,Female
NASAW00014194,26/7/1955,Female
NASAW00014195,1/11/1955,Male
NASAW00014196,2/4/1956,Female
NASAW00014197,30/1/1960,Male
NASAW00014198,12/5/1955,Female
NASAW00014199,30/12/1954,Male
NASAW00014200,6/4/1954,Female
NASAW00014201,8/10/1953,Female
NASAW00014202,16/1/1954,Male
NASAW00014203,10/11/1952,Male
NASAW00014204,1/8/1969,Female
NASAW00014205,20/10/1952,Male
NASAW00014206,2/1/1953,Male
NASAW00014207,20/3/1953,Male
NASAW00014208,18/2/1953,Male
NASAW00014209,6/10/1980,Male
NASAW00014210,26/4/1982,Female
NASAW00014211,11/3/1986,Female
NASAW00014212,30/10/1980,Male
NASAW00014213,10/5/1981,Female
NASAW00014214,23/12/1980,Female
NASAW00014215,2/12/1980,Female
NASAW00014216,2/11/1985,Male
NASAW00014217,21/4/1985,Male
NASAW00014218,4/2/1985,Male
NASAW00014219,30/4/1980,Female
NASAW00014220,16/7/1985,Female
NASAW00014221,3/10/1977,Male
NASAW00014222,24/7/1983,Female
NASAW00014223,25/5/1983,Male
NASAW00014224,17/9/1984,Female
NASAW00014225,24/11/1977,Female
NASAW00014226,23/1/1978,Female
NASAW00014227,18/10/1983,Female
NASAW00014228,17/2/1977,Male
NASAW00014229,2/1/1977,Male
NASAW00014230,7/1/1977,Male
NASAW00014231,2/2/1978,Female
NASAW00014232,14/3/1982,Male
NASAW00014233,24/12/1976,Male
NASAW00014234,15/12/1975,Female
NASAW00014235,17/5/1981,Male
NASAW00014236,22/11/1981,Female
NASAW00014237,7/4/1981,Female
NASAW00014238,2/12/1975,Male
NASAW00014239,17/12/1946,Female
NASAW00014240,16/12/1946,Female
NASAW00014241,26/4/1947,Female
NASAW00014242,30/11/1947,Male
NASAW00014243,31/3/1953,Female
NASAW00014244,4/9/1958,Female
NASAW00014245,1/5/1948,Female
NASAW00014246,3/3/1953,Male
NASAW00014247,27/8/1947,Male
NASAW00014248,30/8/1947,Female
NASAW00014249,9/7/1947,Male
NASAW00014250,31/1/1948,Male
NASAW00014251,19/2/1948,Male
NASAW00014252,1/12/1948,Female
